,Coût,Nom,Quantité,Taux de victoire,Nombre de parties,Date
837,3,Construct Quarter,2,53.37,130,3/31/2023 10:59 
838,3,Nerubian Vizier,2,53.37,130,3/31/2023 10:59 
839,4,Might of Menethil,1,53.37,130,3/31/2023 10:59 
840,4,School Teacher,2,53.37,130,3/31/2023 10:59 
841,4,Thassarian,1,53.37,130,3/31/2023 10:59 
842,6,Marrow Manipulator,2,53.37,130,3/31/2023 10:59 
843,6,Overseer Frigidara,1,53.37,130,3/31/2023 10:59 
844,7,Frostwyrm's Fury,2,53.37,130,3/31/2023 10:59 
845,0,Horn of Winter,2,53.28,352,3/31/2023 10:59 
846,1,Arms Dealer,2,53.28,352,3/31/2023 10:59 
847,1,Bone Breaker,2,53.28,352,3/31/2023 10:59 
848,1,Foul Egg,2,53.28,352,3/31/2023 10:59 
849,1,Skeletal Sidekick,2,53.28,352,3/31/2023 10:59 
850,2,Frost Strike,2,53.28,352,3/31/2023 10:59 
851,2,Harbinger of Winter,2,53.28,352,3/31/2023 10:59 
852,3,Acolyte of Death,2,53.28,352,3/31/2023 10:59 
853,3,Chillfallen Baron,2,53.28,352,3/31/2023 10:59 
854,3,Construct Quarter,2,53.28,352,3/31/2023 10:59 
855,3,Nerubian Vizier,2,53.28,352,3/31/2023 10:59 
856,4,School Teacher,2,53.28,352,3/31/2023 10:59 
857,4,Thassarian,1,53.28,352,3/31/2023 10:59 
858,6,Marrow Manipulator,2,53.28,352,3/31/2023 10:59 
859,6,Overseer Frigidara,1,53.28,352,3/31/2023 10:59 
860,7,Frostwyrm's Fury,2,53.28,352,3/31/2023 10:59 
861,1,Arms Dealer,2,53.24,55,3/31/2023 10:59 
862,1,Body Bagger,2,53.24,55,3/31/2023 10:59 
863,1,Foul Egg,2,53.24,55,3/31/2023 10:59 
864,1,Skeletal Sidekick,2,53.24,55,3/31/2023 10:59 
865,2,Battlefield Necromancer,2,53.24,55,3/31/2023 10:59 
866,2,Plague Strike,2,53.24,55,3/31/2023 10:59 
867,2,Vrykul Necrolyte,2,53.24,55,3/31/2023 10:59 
868,3,Blightfang,1,53.24,55,3/31/2023 10:59 
869,3,Construct Quarter,2,53.24,55,3/31/2023 10:59 
870,3,Hawkstrider Rancher,2,53.24,55,3/31/2023 10:59 
871,3,Nerubian Vizier,2,53.24,55,3/31/2023 10:59 
872,4,Grave Strength,2,53.24,55,3/31/2023 10:59 
873,4,Nerubian Swarmguard,2,53.24,55,3/31/2023 10:59 
874,4,School Teacher,2,53.24,55,3/31/2023 10:59 
875,5,Famished Fool,1,53.24,55,3/31/2023 10:59 
876,6,"Sylvanas, the Accused",1,53.24,55,3/31/2023 10:59 
877,8,Lord Marrowgar,1,53.24,55,3/31/2023 10:59 
878,1,Flight of the Bronze,2,53.22,133,3/31/2023 10:59 
879,1,Holy Maki Roll,1,53.22,133,3/31/2023 10:59 
880,1,Knight of Anointment,2,53.22,133,3/31/2023 10:59 
881,1,Righteous Protector,1,53.22,133,3/31/2023 10:59 
882,1,Sinful Sous Chef,2,53.22,133,3/31/2023 10:59 
883,2,Battle Vicar,2,53.22,133,3/31/2023 10:59 
884,2,Blood Matriarch Liadrin,1,53.22,133,3/31/2023 10:59 
885,2,City Tax,2,53.22,133,3/31/2023 10:59 
886,2,Class Action Lawyer,2,53.22,133,3/31/2023 10:59 
887,2,Equality,2,53.22,133,3/31/2023 10:59 
888,2,Order in the Court,1,53.22,133,3/31/2023 10:59 
889,3,Alliance Bannerman,2,53.22,133,3/31/2023 10:59 
890,3,Bronze Explorer,2,53.22,133,3/31/2023 10:59 
891,4,Cariel Roame,1,53.22,133,3/31/2023 10:59 
892,5,The Purator,1,53.22,133,3/31/2023 10:59 
893,7,Anachronos,1,53.22,133,3/31/2023 10:59 
894,7,The Countess,1,53.22,133,3/31/2023 10:59 
895,7,The Leviathan,1,53.22,133,3/31/2023 10:59 
896,8,Lightforged Cariel,1,53.22,133,3/31/2023 10:59 
897,9,Lightray,2,53.22,133,3/31/2023 10:59 
898,1,Pelican Diver,2,53.18,111,3/31/2023 10:59 
899,2,Amplified Snowflurry,2,53.18,111,3/31/2023 10:59 
900,2,Astalor Bloodsworn,1,53.18,111,3/31/2023 10:59 
901,2,Far Watch Post,2,53.18,111,3/31/2023 10:59 
902,2,Mailbox Dancer,2,53.18,111,3/31/2023 10:59 
903,3,Brann Bronzebeard,1,53.18,111,3/31/2023 10:59 
904,3,Nightcloak Sanctum,2,53.18,111,3/31/2023 10:59 
905,4,Blademaster Okani,1,53.18,111,3/31/2023 10:59 
906,4,Deepwater Evoker,2,53.18,111,3/31/2023 10:59 
907,4,Reckless Apprentice,2,53.18,111,3/31/2023 10:59 
908,4,School Teacher,1,53.18,111,3/31/2023 10:59 
909,4,Varden Dawngrasp,1,53.18,111,3/31/2023 10:59 
910,6,Balinda Stonehearth,1,53.18,111,3/31/2023 10:59 
911,6,Barbaric Sorceress,2,53.18,111,3/31/2023 10:59 
912,6,Grey Sage Parrot,2,53.18,111,3/31/2023 10:59 
913,7,Magister Dawngrasp,1,53.18,111,3/31/2023 10:59 
914,8,Mordresh Fire Eye,1,53.18,111,3/31/2023 10:59 
915,9,Rune of the Archmage,2,53.18,111,3/31/2023 10:59 
916,10,Drakefire Amulet,2,53.18,111,3/31/2023 10:59 
917,0,Undying Allies,2,53.18,53,3/31/2023 10:59 
918,1,Animate Dead,2,53.18,53,3/31/2023 10:59 
919,1,Mind Sear,2,53.18,53,3/31/2023 10:59 
920,1,Shadowcloth Needle,2,53.18,53,3/31/2023 10:59 
921,1,Voidtouched Attendant,2,53.18,53,3/31/2023 10:59 
922,1,Whispers of the Deep,2,53.18,53,3/31/2023 10:59 
923,2,Astalor Bloodsworn,1,53.18,53,3/31/2023 10:59 
924,2,Incorporeal Corporal,2,53.18,53,3/31/2023 10:59 
925,3,Brittleskin Zombie,2,53.18,53,3/31/2023 10:59 
926,3,Cathedral of Atonement,2,53.18,53,3/31/2023 10:59 
927,3,Haunting Nightmare,1,53.18,53,3/31/2023 10:59 
928,3,Shadowed Spirit,2,53.18,53,3/31/2023 10:59 
929,4,Bonecaller,2,53.18,53,3/31/2023 10:59 
930,4,Grave Digging,2,53.18,53,3/31/2023 10:59 
931,4,High Cultist Basaleph,1,53.18,53,3/31/2023 10:59 
932,5,Darkbishop Benedictus,1,53.18,53,3/31/2023 10:59 
933,5,Shadow Word: Undeath,2,53.18,53,3/31/2023 10:59 
934,1,Pelican Diver,2,53.14,193,3/31/2023 10:59 
935,2,Amplified Snowflurry,2,53.14,193,3/31/2023 10:59 
936,2,Astalor Bloodsworn,1,53.14,193,3/31/2023 10:59 
937,2,Far Watch Post,2,53.14,193,3/31/2023 10:59 
938,2,Mailbox Dancer,2,53.14,193,3/31/2023 10:59 
939,3,Nightcloak Sanctum,2,53.14,193,3/31/2023 10:59 
940,4,Blademaster Okani,1,53.14,193,3/31/2023 10:59 
941,4,Deepwater Evoker,2,53.14,193,3/31/2023 10:59 
942,4,Reckless Apprentice,2,53.14,193,3/31/2023 10:59 
943,4,Varden Dawngrasp,1,53.14,193,3/31/2023 10:59 
944,6,Balinda Stonehearth,1,53.14,193,3/31/2023 10:59 
945,6,Barbaric Sorceress,2,53.14,193,3/31/2023 10:59 
946,6,Grey Sage Parrot,2,53.14,193,3/31/2023 10:59 
947,7,Magister Dawngrasp,1,53.14,193,3/31/2023 10:59 
948,8,Arcane Defenders,2,53.14,193,3/31/2023 10:59 
949,8,Mordresh Fire Eye,1,53.14,193,3/31/2023 10:59 
950,9,Rune of the Archmage,2,53.14,193,3/31/2023 10:59 
951,10,Drakefire Amulet,2,53.14,193,3/31/2023 10:59 
952,1,Arms Dealer,2,53.1,93,3/31/2023 10:59 
953,1,Body Bagger,2,53.1,93,3/31/2023 10:59 
954,1,Foul Egg,2,53.1,93,3/31/2023 10:59 
955,1,Skeletal Sidekick,2,53.1,93,3/31/2023 10:59 
956,2,Astalor Bloodsworn,1,53.1,93,3/31/2023 10:59 
957,2,Battlefield Necromancer,2,53.1,93,3/31/2023 10:59 
958,2,Plague Strike,2,53.1,93,3/31/2023 10:59 
959,3,Blightfang,1,53.1,93,3/31/2023 10:59 
960,3,Construct Quarter,2,53.1,93,3/31/2023 10:59 
961,3,Hawkstrider Rancher,2,53.1,93,3/31/2023 10:59 
962,3,Nerubian Vizier,2,53.1,93,3/31/2023 10:59 
963,4,Grave Strength,2,53.1,93,3/31/2023 10:59 
964,4,Nerubian Swarmguard,2,53.1,93,3/31/2023 10:59 
965,4,School Teacher,2,53.1,93,3/31/2023 10:59 
966,5,Famished Fool,2,53.1,93,3/31/2023 10:59 
967,6,"Sylvanas, the Accused",1,53.1,93,3/31/2023 10:59 
968,8,Lord Marrowgar,1,53.1,93,3/31/2023 10:59 
969,0,Flurry (Rank 1),2,53.0,326,3/31/2023 10:59 
970,1,Arcane Wyrm,2,53.0,326,3/31/2023 10:59 
971,1,Irondeep Trogg,2,53.0,326,3/31/2023 10:59 
972,1,Shivering Sorceress,2,53.0,326,3/31/2023 10:59 
973,1,Suspicious Alchemist,1,53.0,326,3/31/2023 10:59 
974,2,Amplified Snowflurry,2,53.0,326,3/31/2023 10:59 
975,2,Astalor Bloodsworn,1,53.0,326,3/31/2023 10:59 
976,2,Bloodmage Thalnos,1,53.0,326,3/31/2023 10:59 
977,2,Frozen Touch,2,53.0,326,3/31/2023 10:59 
978,2,Prismatic Elemental,2,53.0,326,3/31/2023 10:59 
979,3,Arcsplitter,2,53.0,326,3/31/2023 10:59 
980,3,Frostweave Dungeoneer,2,53.0,326,3/31/2023 10:59 
981,3,Nightcloak Sanctum,2,53.0,326,3/31/2023 10:59 
982,4,Cold Case,2,53.0,326,3/31/2023 10:59 
983,4,Commander Sivara,1,53.0,326,3/31/2023 10:59 
984,4,Varden Dawngrasp,1,53.0,326,3/31/2023 10:59 
985,5,"Aegwynn, the Guardian",1,53.0,326,3/31/2023 10:59 
986,6,Deathborne,2,53.0,326,3/31/2023 10:59 
987,1,Knight of Anointment,2,52.91,135,3/31/2023 10:59 
988,1,Righteous Protector,2,52.91,135,3/31/2023 10:59 
989,1,Sanguine Soldier,2,52.91,135,3/31/2023 10:59 
990,1,Sinful Sous Chef,2,52.91,135,3/31/2023 10:59 
991,2,Battle Vicar,2,52.91,135,3/31/2023 10:59 
992,2,Blood Matriarch Liadrin,1,52.91,135,3/31/2023 10:59 
993,2,Class Action Lawyer,2,52.91,135,3/31/2023 10:59 
994,2,For Quel'Thalas!,2,52.91,135,3/31/2023 10:59 
995,2,Order in the Court,2,52.91,135,3/31/2023 10:59 
996,2,Seafloor Savior,2,52.91,135,3/31/2023 10:59 
997,3,Alliance Bannerman,2,52.91,135,3/31/2023 10:59 
998,3,Seal of Blood,2,52.91,135,3/31/2023 10:59 
999,3,Stonehearth Vindicator,2,52.91,135,3/31/2023 10:59 
1000,4,Cariel Roame,1,52.91,135,3/31/2023 10:59 
1001,5,The Purator,1,52.91,135,3/31/2023 10:59 
1002,7,The Countess,1,52.91,135,3/31/2023 10:59 
1003,9,Lightray,2,52.91,135,3/31/2023 10:59 
1004,1,Knight of Anointment,2,52.7,76,3/31/2023 10:59 
1005,1,Righteous Protector,2,52.7,76,3/31/2023 10:59 
1006,1,Sanguine Soldier,2,52.7,76,3/31/2023 10:59 
1007,1,Sinful Sous Chef,2,52.7,76,3/31/2023 10:59 
1008,2,Battle Vicar,2,52.7,76,3/31/2023 10:59 
1009,2,Blood Matriarch Liadrin,1,52.7,76,3/31/2023 10:59 
1010,2,Class Action Lawyer,2,52.7,76,3/31/2023 10:59 
1011,2,For Quel'Thalas!,2,52.7,76,3/31/2023 10:59 
1012,2,Kotori Lightblade,1,52.7,76,3/31/2023 10:59 
1013,2,Order in the Court,2,52.7,76,3/31/2023 10:59 
1014,2,Seafloor Savior,2,52.7,76,3/31/2023 10:59 
1015,3,Alliance Bannerman,2,52.7,76,3/31/2023 10:59 
1016,3,Seal of Blood,2,52.7,76,3/31/2023 10:59 
1017,3,Stonehearth Vindicator,2,52.7,76,3/31/2023 10:59 
1018,6,Blood Crusader,1,52.7,76,3/31/2023 10:59 
1019,7,The Countess,1,52.7,76,3/31/2023 10:59 
1020,9,Lightray,2,52.7,76,3/31/2023 10:59 
1021,0,Undying Allies,2,52.7,73,3/31/2023 10:59 
1022,1,Animate Dead,2,52.7,73,3/31/2023 10:59 
1023,1,Mind Sear,2,52.7,73,3/31/2023 10:59 
1024,1,Shadowcloth Needle,2,52.7,73,3/31/2023 10:59 
1025,1,Voidtouched Attendant,2,52.7,73,3/31/2023 10:59 
1026,1,Whispers of the Deep,2,52.7,73,3/31/2023 10:59 
1027,2,Astalor Bloodsworn,1,52.7,73,3/31/2023 10:59 
1028,2,Incorporeal Corporal,2,52.7,73,3/31/2023 10:59 
1029,2,Mind Eater,2,52.7,73,3/31/2023 10:59 
1030,3,Cathedral of Atonement,2,52.7,73,3/31/2023 10:59 
1031,3,Haunting Nightmare,2,52.7,73,3/31/2023 10:59 
1032,3,Shadowed Spirit,2,52.7,73,3/31/2023 10:59 
1033,4,Grave Digging,2,52.7,73,3/31/2023 10:59 
1034,4,High Cultist Basaleph,1,52.7,73,3/31/2023 10:59 
1035,4,Rotting Necromancer,1,52.7,73,3/31/2023 10:59 
1036,5,Darkbishop Benedictus,1,52.7,73,3/31/2023 10:59 
1037,5,Shadow Word: Undeath,2,52.7,73,3/31/2023 10:59 
1038,0,Aquatic Form,2,52.68,800,3/31/2023 10:59 
1039,0,Innervate,2,52.68,800,3/31/2023 10:59 
1040,0,Pounce,2,52.68,800,3/31/2023 10:59 
1041,1,Lingering Zombie,2,52.68,800,3/31/2023 10:59 
1042,1,Lost in the Park,1,52.68,800,3/31/2023 10:59 
1043,1,Rake,2,52.68,800,3/31/2023 10:59 
1044,2,Astalor Bloodsworn,1,52.68,800,3/31/2023 10:59 
1045,2,Capture Coldtooth Mine,2,52.68,800,3/31/2023 10:59 
1046,2,Moonlit Guidance,2,52.68,800,3/31/2023 10:59 
1047,3,Brann Bronzebeard,1,52.68,800,3/31/2023 10:59 
1048,3,Feral Rage,1,52.68,800,3/31/2023 10:59 
1049,3,Pathmaker,2,52.68,800,3/31/2023 10:59 
1050,4,Park Panther,2,52.68,800,3/31/2023 10:59 
1051,4,Widowbloom Seedsman,2,52.68,800,3/31/2023 10:59 
1052,5,Nourish,2,52.68,800,3/31/2023 10:59 
1053,5,Spammy Arcanist,2,52.68,800,3/31/2023 10:59 
1054,5,Wildheart Guff,1,52.68,800,3/31/2023 10:59 
1055,8,Anub'Rekhan,1,52.68,800,3/31/2023 10:59 
1056,0,Desperate Prayer,2,52.53,177,3/31/2023 10:59 
1057,0,Undying Allies,2,52.53,177,3/31/2023 10:59 
1058,1,Gift of the Naaru,2,52.53,177,3/31/2023 10:59 
1059,1,Shard of the Naaru,2,52.53,177,3/31/2023 10:59 
1060,1,"Sir Finley, Sea Guide",1,52.53,177,3/31/2023 10:59 
1061,1,The Light! It Burns!,2,52.53,177,3/31/2023 10:59 
1062,2,Mind Eater,1,52.53,177,3/31/2023 10:59 
1063,3,Amulet of Undying,2,52.53,177,3/31/2023 10:59 
1064,3,Cathedral of Atonement,2,52.53,177,3/31/2023 10:59 
1065,3,Prince Renathal,1,52.53,177,3/31/2023 10:59 
1066,4,Bonecaller,2,52.53,177,3/31/2023 10:59 
1067,4,Cannibalize,1,52.53,177,3/31/2023 10:59 
1068,4,High Cultist Basaleph,1,52.53,177,3/31/2023 10:59 
1069,4,Lightmaw Netherdrake,2,52.53,177,3/31/2023 10:59 
1070,4,Najak Hexxen,1,52.53,177,3/31/2023 10:59 
1071,4,Plaguespreader,2,52.53,177,3/31/2023 10:59 
1072,4,Shadow Word: Ruin,2,52.53,177,3/31/2023 10:59 
1073,4,Xyrella,1,52.53,177,3/31/2023 10:59 
1074,5,Clean the Scene,2,52.53,177,3/31/2023 10:59 
1075,5,Spirit Guide,2,52.53,177,3/31/2023 10:59 
1076,6,Lightshower Elemental,2,52.53,177,3/31/2023 10:59 
1077,6,"Mi'da, Pure Light",1,52.53,177,3/31/2023 10:59 
1078,6,Undying Disciple,2,52.53,177,3/31/2023 10:59 
1079,7,Blackwater Behemoth,1,52.53,177,3/31/2023 10:59 
1080,8,"Xyrella, the Devout",1,52.53,177,3/31/2023 10:59 
1081,0,Undying Allies,2,52.51,125,3/31/2023 10:59 
1082,1,Animate Dead,2,52.51,125,3/31/2023 10:59 
1083,1,Mind Sear,2,52.51,125,3/31/2023 10:59 
1084,1,Shadowcloth Needle,1,52.51,125,3/31/2023 10:59 
1085,1,Voidtouched Attendant,2,52.51,125,3/31/2023 10:59 
1086,1,Whispers of the Deep,1,52.51,125,3/31/2023 10:59 
1087,2,Incorporeal Corporal,2,52.51,125,3/31/2023 10:59 
1088,2,Mind Eater,2,52.51,125,3/31/2023 10:59 
1089,3,Brittleskin Zombie,2,52.51,125,3/31/2023 10:59 
1090,3,Cathedral of Atonement,2,52.51,125,3/31/2023 10:59 
1091,3,Haunting Nightmare,2,52.51,125,3/31/2023 10:59 
1092,3,Shadowed Spirit,2,52.51,125,3/31/2023 10:59 
1093,4,Grave Digging,2,52.51,125,3/31/2023 10:59 
1094,4,High Cultist Basaleph,1,52.51,125,3/31/2023 10:59 
1095,4,Rotting Necromancer,2,52.51,125,3/31/2023 10:59 
1096,5,Darkbishop Benedictus,1,52.51,125,3/31/2023 10:59 
1097,5,Shadow Word: Undeath,2,52.51,125,3/31/2023 10:59 
1098,0,Undying Allies,2,52.5,78,3/31/2023 10:59 
1099,1,Animate Dead,2,52.5,78,3/31/2023 10:59 
1100,1,Mind Sear,2,52.5,78,3/31/2023 10:59 
1101,1,Shadowcloth Needle,2,52.5,78,3/31/2023 10:59 
1102,1,Voidtouched Attendant,2,52.5,78,3/31/2023 10:59 
1103,2,Incorporeal Corporal,2,52.5,78,3/31/2023 10:59 
1104,3,Brittleskin Zombie,2,52.5,78,3/31/2023 10:59 
1105,3,Haunting Nightmare,2,52.5,78,3/31/2023 10:59 
1106,3,Shadowed Spirit,2,52.5,78,3/31/2023 10:59 
1107,4,Bonecaller,2,52.5,78,3/31/2023 10:59 
1108,4,Grave Digging,2,52.5,78,3/31/2023 10:59 
1109,4,High Cultist Basaleph,1,52.5,78,3/31/2023 10:59 
1110,4,Rotting Necromancer,2,52.5,78,3/31/2023 10:59 
1111,4,Void Shard,2,52.5,78,3/31/2023 10:59 
1112,5,Darkbishop Benedictus,1,52.5,78,3/31/2023 10:59 
1113,5,Shadow Word: Undeath,2,52.5,78,3/31/2023 10:59 
1114,0,Horn of Winter,2,52.5,92,3/31/2023 10:59 
1115,1,Arms Dealer,2,52.5,92,3/31/2023 10:59 
1116,1,Bone Breaker,2,52.5,92,3/31/2023 10:59 
1117,1,Foul Egg,2,52.5,92,3/31/2023 10:59 
1118,1,Skeletal Sidekick,2,52.5,92,3/31/2023 10:59 
1119,2,Astalor Bloodsworn,1,52.5,92,3/31/2023 10:59 
1120,2,Frost Strike,2,52.5,92,3/31/2023 10:59 
1121,3,Brann Bronzebeard,1,52.5,92,3/31/2023 10:59 
1122,3,Chillfallen Baron,2,52.5,92,3/31/2023 10:59 
1123,3,Construct Quarter,2,52.5,92,3/31/2023 10:59 
1124,3,Nerubian Vizier,2,52.5,92,3/31/2023 10:59 
1125,4,Might of Menethil,1,52.5,92,3/31/2023 10:59 
1126,4,School Teacher,2,52.5,92,3/31/2023 10:59 
1127,4,Smothering Starfish,1,52.5,92,3/31/2023 10:59 
1128,4,Thassarian,1,52.5,92,3/31/2023 10:59 
1129,6,Marrow Manipulator,2,52.5,92,3/31/2023 10:59 
1130,6,Overseer Frigidara,1,52.5,92,3/31/2023 10:59 
1131,7,Frostwyrm's Fury,2,52.5,92,3/31/2023 10:59 
1132,0,Aquatic Form,2,52.49,58,3/31/2023 10:59 
1133,1,Beaming Sidekick,2,52.49,58,3/31/2023 10:59 
1134,1,Druid of the Reef,2,52.49,58,3/31/2023 10:59 
1135,1,Irondeep Trogg,2,52.49,58,3/31/2023 10:59 
1136,1,Living Roots,2,52.49,58,3/31/2023 10:59 
1137,1,Peasant,2,52.49,58,3/31/2023 10:59 
1138,1,Planted Evidence,2,52.49,58,3/31/2023 10:59 
1139,1,Sow the Soil,2,52.49,58,3/31/2023 10:59 
1140,1,Vicious Slitherspear,2,52.49,58,3/31/2023 10:59 
1141,2,Crooked Cook,2,52.49,58,3/31/2023 10:59 
1142,2,Jerry Rig Carpenter,2,52.49,58,3/31/2023 10:59 
1143,2,Mark of the Wild,2,52.49,58,3/31/2023 10:59 
1144,2,Thorngrowth Sentries,2,52.49,58,3/31/2023 10:59 
1145,3,Herald of Nature,2,52.49,58,3/31/2023 10:59 
1146,4,Pride's Fury,2,52.49,58,3/31/2023 10:59 
1147,1,Body Bagger,2,52.36,546,3/31/2023 10:59 
1148,1,Foul Egg,2,52.36,546,3/31/2023 10:59 
1149,2,Amalgam of the Deep,2,52.36,546,3/31/2023 10:59 
1150,2,Astalor Bloodsworn,1,52.36,546,3/31/2023 10:59 
1151,2,Hematurge,2,52.36,546,3/31/2023 10:59 
1152,2,Obliterate,2,52.36,546,3/31/2023 10:59 
1153,2,Vampiric Blood,2,52.36,546,3/31/2023 10:59 
1154,3,Brann Bronzebeard,1,52.36,546,3/31/2023 10:59 
1155,3,Chillfallen Baron,2,52.36,546,3/31/2023 10:59 
1156,3,Construct Quarter,2,52.36,546,3/31/2023 10:59 
1157,3,Nerubian Vizier,2,52.36,546,3/31/2023 10:59 
1158,3,Prince Renathal,1,52.36,546,3/31/2023 10:59 
1159,3,Venomous Scorpid,2,52.36,546,3/31/2023 10:59 
1160,4,Death Strike,2,52.36,546,3/31/2023 10:59 
1161,4,School Teacher,2,52.36,546,3/31/2023 10:59 
1162,5,Blood Boil,2,52.36,546,3/31/2023 10:59 
1163,5,Corpse Explosion,2,52.36,546,3/31/2023 10:59 
1164,5,Famished Fool,1,52.36,546,3/31/2023 10:59 
1165,6,Gnome Muncher,2,52.36,546,3/31/2023 10:59 
1166,6,"Theotar, the Mad Duke",1,52.36,546,3/31/2023 10:59 
1167,7,Alexandros Mograine,1,52.36,546,3/31/2023 10:59 
1168,7,Patchwerk,1,52.36,546,3/31/2023 10:59 
1169,8,Soulstealer,2,52.36,546,3/31/2023 10:59 
1170,10,Sire Denathrius,1,52.36,546,3/31/2023 10:59 
1171,1,Knight of Anointment,2,52.35,172,3/31/2023 10:59 
1172,1,Righteous Protector,2,52.35,172,3/31/2023 10:59 
1173,1,Sanguine Soldier,2,52.35,172,3/31/2023 10:59 
1174,1,Sinful Sous Chef,2,52.35,172,3/31/2023 10:59 
1175,2,Battle Vicar,2,52.35,172,3/31/2023 10:59 
1176,2,Blood Matriarch Liadrin,1,52.35,172,3/31/2023 10:59 
1177,2,Class Action Lawyer,2,52.35,172,3/31/2023 10:59 
1178,2,For Quel'Thalas!,2,52.35,172,3/31/2023 10:59 
1179,2,Order in the Court,1,52.35,172,3/31/2023 10:59 
1180,2,Seafloor Savior,2,52.35,172,3/31/2023 10:59 
1181,3,Alliance Bannerman,2,52.35,172,3/31/2023 10:59 
1182,3,Seal of Blood,2,52.35,172,3/31/2023 10:59 
1183,3,Stonehearth Vindicator,2,52.35,172,3/31/2023 10:59 
1184,4,Goldwing,2,52.35,172,3/31/2023 10:59 
1185,5,The Purator,1,52.35,172,3/31/2023 10:59 
1186,7,The Countess,1,52.35,172,3/31/2023 10:59 
1187,9,Lightray,2,52.35,172,3/31/2023 10:59 
1188,0,Preparation,2,52.33,87,3/31/2023 10:59 
1189,0,Shadow of Demise,1,52.33,87,3/31/2023 10:59 
1190,1,Blackwater Cutlass,2,52.33,87,3/31/2023 10:59 
1191,1,Door of Shadows,2,52.33,87,3/31/2023 10:59 
1192,1,Ghostly Strike,2,52.33,87,3/31/2023 10:59 
1193,1,Gone Fishin',2,52.33,87,3/31/2023 10:59 
1194,1,SI:7 Extortion,2,52.33,87,3/31/2023 10:59 
1195,2,Perjury,2,52.33,87,3/31/2023 10:59 
1196,2,Serrated Bone Spike,2,52.33,87,3/31/2023 10:59 
1197,2,Wicked Stab (Rank 1),2,52.33,87,3/31/2023 10:59 
1198,3,Snowfall Graveyard,2,52.33,87,3/31/2023 10:59 
1199,4,Scourge Illusionist,2,52.33,87,3/31/2023 10:59 
1200,4,Sketchy Information,2,52.33,87,3/31/2023 10:59 
1201,5,Burning Blade Acolyte,1,52.33,87,3/31/2023 10:59 
1202,6,Crabatoa,1,52.33,87,3/31/2023 10:59 
1203,6,Masked Reveler,2,52.33,87,3/31/2023 10:59 
1204,10,Neptulon the Tidehunter,1,52.33,87,3/31/2023 10:59 
1205,0,Undying Allies,2,52.27,62,3/31/2023 10:59 
1206,1,Animate Dead,2,52.27,62,3/31/2023 10:59 
1207,1,Mind Sear,2,52.27,62,3/31/2023 10:59 
1208,1,Shadowcloth Needle,2,52.27,62,3/31/2023 10:59 
1209,1,Voidtouched Attendant,2,52.27,62,3/31/2023 10:59 
1210,1,Whispers of the Deep,2,52.27,62,3/31/2023 10:59 
1211,2,Astalor Bloodsworn,1,52.27,62,3/31/2023 10:59 
1212,2,Incorporeal Corporal,2,52.27,62,3/31/2023 10:59 
1213,2,Mind Eater,1,52.27,62,3/31/2023 10:59 
1214,3,Cathedral of Atonement,2,52.27,62,3/31/2023 10:59 
1215,3,Haunting Nightmare,2,52.27,62,3/31/2023 10:59 
1216,3,Shadowed Spirit,2,52.27,62,3/31/2023 10:59 
1217,4,Bonecaller,2,52.27,62,3/31/2023 10:59 
1218,4,Grave Digging,2,52.27,62,3/31/2023 10:59 
1219,4,High Cultist Basaleph,1,52.27,62,3/31/2023 10:59 
1220,5,Darkbishop Benedictus,1,52.27,62,3/31/2023 10:59 
1221,5,Shadow Word: Undeath,2,52.27,62,3/31/2023 10:59 
1222,0,Horn of Winter,2,52.21,108,3/31/2023 10:59 
1223,1,Arms Dealer,2,52.21,108,3/31/2023 10:59 
1224,1,Bone Breaker,2,52.21,108,3/31/2023 10:59 
1225,1,Foul Egg,2,52.21,108,3/31/2023 10:59 
1226,1,Skeletal Sidekick,2,52.21,108,3/31/2023 10:59 
1227,2,Frost Strike,2,52.21,108,3/31/2023 10:59 
1228,2,Harbinger of Winter,2,52.21,108,3/31/2023 10:59 
1229,3,Acolyte of Death,1,52.21,108,3/31/2023 10:59 
1230,3,Brann Bronzebeard,1,52.21,108,3/31/2023 10:59 
1231,3,Chillfallen Baron,2,52.21,108,3/31/2023 10:59 
1232,3,Construct Quarter,2,52.21,108,3/31/2023 10:59 
1233,3,Nerubian Vizier,2,52.21,108,3/31/2023 10:59 
1234,4,School Teacher,2,52.21,108,3/31/2023 10:59 
1235,4,Thassarian,1,52.21,108,3/31/2023 10:59 
1236,6,Marrow Manipulator,2,52.21,108,3/31/2023 10:59 
1237,6,Overseer Frigidara,1,52.21,108,3/31/2023 10:59 
1238,7,Frostwyrm's Fury,2,52.21,108,3/31/2023 10:59 
1239,0,Illuminate,2,52.17,133,3/31/2023 10:59 
1240,1,Animate Dead,2,52.17,133,3/31/2023 10:59 
1241,1,Gift of the Naaru,2,52.17,133,3/31/2023 10:59 
1242,1,Priestess Valishj,1,52.17,133,3/31/2023 10:59 
1243,1,Serpent Wig,2,52.17,133,3/31/2023 10:59 
1244,1,Shadow Word: Devour,2,52.17,133,3/31/2023 10:59 
1245,1,Shard of the Naaru,2,52.17,133,3/31/2023 10:59 
1246,2,Bless,2,52.17,133,3/31/2023 10:59 
1247,2,Radiant Elemental,2,52.17,133,3/31/2023 10:59 
1248,2,Thrive in the Shadows,2,52.17,133,3/31/2023 10:59 
1249,3,Handmaiden,2,52.17,133,3/31/2023 10:59 
